Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
G26	209628	0	0	0	0	0	0	0	147279	0	70.26	nan	209628	0	104814	0	104814	0	113488	0	54.14	nan	121312	0	25967	0	12.39	nan	3142	0	1324	0	209628
G27	50116	0	0	0	0	0	0	0	35386	0	70.61	nan	50116	0	25058	0	25058	0	26962	0	53.8	nan	28958	0	6428	0	12.83	nan	736	0	334	0	50116
G28	246524	0	0	0	0	0	0	0	168952	0	68.53	nan	246524	0	123262	0	123262	0	129584	0	52.56	nan	138592	0	30360	0	12.32	nan	3700	0	1487	0	246524
G29	133524	0	0	0	0	0	0	0	95489	0	71.51	nan	133524	0	66762	0	66762	0	73618	0	55.13	nan	78376	0	17113	0	12.82	nan	1770	0	734	0	133524
G3	29286	0	0	0	0	0	0	0	20534	0	70.12	nan	29286	0	14643	0	14643	0	15692	0	53.58	nan	16878	0	3656	0	12.48	nan	458	0	171	0	29286
G30	195808	0	0	0	0	0	0	0	115388	0	58.93	nan	195808	0	97904	0	97904	0	88454	0	45.17	nan	94286	0	21102	0	10.78	nan	2252	0	959	0	195808
G31	45008	0	0	0	0	0	0	0	31583	0	70.17	nan	45008	0	22504	0	22504	0	24494	0	54.42	nan	26132	0	5451	0	12.11	nan	670	0	308	0	45008
G32	112908	0	0	0	0	0	0	0	80520	0	71.31	nan	112908	0	56454	0	56454	0	62068	0	54.97	nan	66366	0	14154	0	12.54	nan	1672	0	676	0	112908
G33	199552	0	0	0	0	0	0	0	143831	0	72.08	nan	199552	0	99776	0	99776	0	111056	0	55.65	nan	118422	0	25409	0	12.73	nan	2792	0	1083	0	199552
G34	234812	0	0	0	0	0	0	0	168485	0	71.75	nan	234812	0	117406	0	117406	0	129756	0	55.26	nan	138460	0	30025	0	12.79	nan	3518	0	1438	0	234812
G35	24846	0	0	0	0	0	0	0	17410	0	70.07	nan	24846	0	12423	0	12423	0	13434	0	54.07	nan	14380	0	3030	0	12.2	nan	372	0	163	0	24846
G36	184514	0	0	0	0	0	0	0	133318	0	72.25	nan	184514	0	92257	0	92257	0	102556	0	55.58	nan	109576	0	23742	0	12.87	nan	3074	0	1290	0	184514
G37	184020	0	0	0	0	0	0	0	132742	0	72.13	nan	184020	0	92010	0	92010	0	101204	0	55.0	nan	108532	0	24210	0	13.16	nan	2814	0	1161	0	184020
G38	133792	0	0	0	0	0	0	0	96456	0	72.09	nan	133792	0	66896	0	66896	0	74994	0	56.05	nan	79900	0	16556	0	12.37	nan	1780	0	762	0	133792
G39	44396	0	0	0	0	0	0	0	31452	0	70.84	nan	44396	0	22198	0	22198	0	23856	0	53.73	nan	25534	0	5918	0	13.33	nan	758	0	339	0	44396
G4	215730	0	0	0	0	0	0	0	151662	0	70.3	nan	215730	0	107865	0	107865	0	115664	0	53.62	nan	123824	0	27838	0	12.9	nan	3730	0	1775	0	215730
G40	88032	0	0	0	0	0	0	0	62759	0	71.29	nan	88032	0	44016	0	44016	0	48156	0	54.7	nan	51544	0	11215	0	12.74	nan	1362	0	526	0	88032
G41	248668	0	0	0	0	0	0	0	171028	0	68.78	nan	248668	0	124334	0	124334	0	127944	0	51.45	nan	138762	0	32266	0	12.98	nan	3754	0	1445	0	248668
G42	122794	0	0	0	0	0	0	0	88401	0	71.99	nan	122794	0	61397	0	61397	0	68254	0	55.58	nan	72800	0	15601	0	12.71	nan	1686	0	664	0	122794
G43	77618	0	0	0	0	0	0	0	55297	0	71.24	nan	77618	0	38809	0	38809	0	43144	0	55.59	nan	46072	0	9225	0	11.89	nan	1020	0	400	0	77618
G44	196846	0	0	0	0	0	0	0	141332	0	71.8	nan	196846	0	98423	0	98423	0	109918	0	55.84	nan	116678	0	24654	0	12.52	nan	2464	0	943	0	196846
G45	141824	0	0	0	0	0	0	0	102298	0	72.13	nan	141824	0	70912	0	70912	0	79542	0	56.09	nan	84470	0	17828	0	12.57	nan	1740	0	689	0	141824
G46	156192	0	0	0	0	0	0	0	113630	0	72.75	nan	156192	0	78096	0	78096	0	88748	0	56.82	nan	93974	0	19656	0	12.58	nan	1740	0	638	0	156192
G47	457120	0	0	0	0	0	0	0	253709	0	55.5	nan	457120	0	228560	0	228560	0	233988	0	51.19	nan	248610	0	5099	0	1.12	nan	4052	0	3011	0	457120
G48	4128	0	0	0	0	0	0	0	3476	0	84.21	nan	4128	0	2064	0	2064	0	2992	0	72.48	nan	3288	0	188	0	4.55	nan	98	0	71	0	4128
G48_rep	89594	0	0	0	0	0	0	0	64425	0	71.91	nan	89594	0	44797	0	44797	0	48258	0	53.86	nan	52428	0	11997	0	13.39	nan	1374	0	473	0	89594
G49	183818	0	0	0	0	0	0	0	122232	0	66.5	nan	183818	0	91909	0	91909	0	94438	0	51.38	nan	100700	0	21532	0	11.71	nan	2446	0	912	0	183818
G5	7334	0	0	0	0	0	0	0	5398	0	73.6	nan	7334	0	3667	0	3667	0	4456	0	60.76	nan	4868	0	530	0	7.23	nan	108	0	76	0	7334
G50	176640	0	0	0	0	0	0	0	126108	0	71.39	nan	176640	0	88320	0	88320	0	96716	0	54.75	nan	102950	0	23158	0	13.11	nan	2494	0	1005	0	176640
G51	16696	0	0	0	0	0	0	0	11787	0	70.6	nan	16696	0	8348	0	8348	0	9216	0	55.2	nan	9812	0	1975	0	11.83	nan	210	0	100	0	16696
G52	310096	0	0	0	0	0	0	0	222656	0	71.8	nan	310096	0	155048	0	155048	0	171370	0	55.26	nan	182914	0	39742	0	12.82	nan	4258	0	1616	0	310096
G53	103010	0	0	0	0	0	0	0	73663	0	71.51	nan	103010	0	51505	0	51505	0	56194	0	54.55	nan	60016	0	13647	0	13.25	nan	1578	0	641	0	103010
G54	23100	0	0	0	0	0	0	0	16306	0	70.59	nan	23100	0	11550	0	11550	0	12528	0	54.23	nan	13352	0	2954	0	12.79	nan	336	0	161	0	23100
G55	59372	0	0	0	0	0	0	0	42109	0	70.92	nan	59372	0	29686	0	29686	0	32424	0	54.61	nan	34742	0	7367	0	12.41	nan	990	0	425	0	59372
G56	40848	0	0	0	0	0	0	0	29062	0	71.15	nan	40848	0	20424	0	20424	0	22368	0	54.76	nan	23904	0	5158	0	12.63	nan	616	0	319	0	40848
G57	201148	0	0	0	0	0	0	0	142916	0	71.05	nan	201148	0	100574	0	100574	0	108916	0	54.15	nan	116954	0	25962	0	12.91	nan	3540	0	1553	0	201148
G58	198782	0	0	0	0	0	0	0	140885	0	70.87	nan	198782	0	99391	0	99391	0	106382	0	53.52	nan	114868	0	26017	0	13.09	nan	3720	0	1679	0	198782
G59	53844	0	0	0	0	0	0	0	38006	0	70.59	nan	53844	0	26922	0	26922	0	28672	0	53.25	nan	30984	0	7022	0	13.04	nan	1086	0	519	0	53844
G5_rep	223306	0	0	0	0	0	0	0	187651	0	84.03	nan	223306	0	111653	0	111653	0	160494	0	71.87	nan	170588	0	17063	0	7.64	nan	3030	0	1821	0	223306
G6	233644	0	0	0	0	0	0	0	166283	0	71.17	nan	233644	0	116822	0	116822	0	127934	0	54.76	nan	136700	0	29583	0	12.66	nan	3542	0	1375	0	233644
G60	211318	0	0	0	0	0	0	0	149378	0	70.69	nan	211318	0	105659	0	105659	0	113850	0	53.88	nan	122134	0	27244	0	12.89	nan	3678	0	1723	0	211318
G61	123346	0	0	0	0	0	0	0	87453	0	70.9	nan	123346	0	61673	0	61673	0	67282	0	54.55	nan	71834	0	15619	0	12.66	nan	1826	0	774	0	123346
G62	155622	0	0	0	0	0	0	0	111977	0	71.95	nan	155622	0	77811	0	77811	0	85830	0	55.15	nan	91748	0	20229	0	13.0	nan	2246	0	977	0	155622
G63	75922	0	0	0	0	0	0	0	53565	0	70.55	nan	75922	0	37961	0	37961	0	40974	0	53.97	nan	44044	0	9521	0	12.54	nan	1304	0	584	0	75922
G64	24462	0	0	0	0	0	0	0	17321	0	70.81	nan	24462	0	12231	0	12231	0	13284	0	54.3	nan	14208	0	3113	0	12.73	nan	340	0	159	0	24462
G65	84584	0	0	0	0	0	0	0	60811	0	71.89	nan	84584	0	42292	0	42292	0	46820	0	55.35	nan	49902	0	10909	0	12.9	nan	1328	0	501	0	84584
G66	80708	0	0	0	0	0	0	0	54495	0	67.52	nan	80708	0	40354	0	40354	0	41682	0	51.65	nan	44702	0	9793	0	12.13	nan	1086	0	435	0	80708
G67	18838	0	0	0	0	0	0	0	13445	0	71.37	nan	18838	0	9419	0	9419	0	9906	0	52.59	nan	11192	0	2253	0	11.96	nan	654	0	143	0	18838
G68	174084	0	0	0	0	0	0	0	125372	0	72.02	nan	174084	0	87042	0	87042	0	95876	0	55.07	nan	102538	0	22834	0	13.12	nan	2624	0	1044	0	174084
G69	80700	0	0	0	0	0	0	0	57935	0	71.79	nan	80700	0	40350	0	40350	0	44688	0	55.38	nan	47620	0	10315	0	12.78	nan	1138	0	454	0	80700
G7	455792	0	0	0	0	0	0	0	439919	0	96.52	nan	455792	0	227896	0	227896	0	404920	0	88.84	nan	430316	0	9603	0	2.11	nan	7116	0	5290	0	455792
G70	92116	0	0	0	0	0	0	0	65101	0	70.67	nan	92116	0	46058	0	46058	0	50166	0	54.46	nan	53412	0	11689	0	12.69	nan	1114	0	423	0	92116
G71	81120	0	0	0	0	0	0	0	57049	0	70.33	nan	81120	0	40560	0	40560	0	43904	0	54.12	nan	46980	0	10069	0	12.41	nan	1122	0	477	0	81120
G72	80800	0	0	0	0	0	0	0	57813	0	71.55	nan	80800	0	40400	0	40400	0	44162	0	54.66	nan	47452	0	10361	0	12.82	nan	1234	0	538	0	80800
G73	131240	0	0	0	0	0	0	0	92866	0	70.76	nan	131240	0	65620	0	65620	0	70660	0	53.84	nan	75862	0	17004	0	12.96	nan	2402	0	1058	0	131240
G74	93688	0	0	0	0	0	0	0	66181	0	70.64	nan	93688	0	46844	0	46844	0	50626	0	54.04	nan	54292	0	11889	0	12.69	nan	1692	0	737	0	93688
G75	12638	0	0	0	0	0	0	0	8854	0	70.06	nan	12638	0	6319	0	6319	0	6824	0	54.0	nan	7298	0	1556	0	12.31	nan	188	0	94	0	12638
G76	232450	0	0	0	0	0	0	0	165097	0	71.02	nan	232450	0	116225	0	116225	0	125980	0	54.2	nan	135426	0	29671	0	12.76	nan	4350	0	1993	0	232450
G77	79526	0	0	0	0	0	0	0	56347	0	70.85	nan	79526	0	39763	0	39763	0	42562	0	53.52	nan	45620	0	10727	0	13.49	nan	1472	0	718	0	79526
G78	101996	0	0	0	0	0	0	0	73755	0	72.31	nan	101996	0	50998	0	50998	0	57408	0	56.28	nan	60978	0	12777	0	12.53	nan	1260	0	427	0	101996
G79	56342	0	0	0	0	0	0	0	40709	0	72.25	nan	56342	0	28171	0	28171	0	31664	0	56.2	nan	33792	0	6917	0	12.28	nan	780	0	297	0	56342
G7_2019	9636	0	0	0	0	0	0	0	9022	0	93.63	nan	9636	0	4818	0	4818	0	7794	0	80.88	nan	8632	0	390	0	4.05	nan	276	0	170	0	9636
G8	266074	0	0	0	0	0	0	0	257767	0	96.88	nan	266074	0	133037	0	133037	0	239204	0	89.9	nan	252690	0	5077	0	1.91	nan	4418	0	3374	0	266074
G80	66596	0	0	0	0	0	0	0	43291	0	65.01	nan	66596	0	33298	0	33298	0	32932	0	49.45	nan	35366	0	7925	0	11.9	nan	1018	0	488	0	66596
G81	392438	0	0	0	0	0	0	0	155135	0	39.53	nan	392438	0	196219	0	196219	0	118730	0	30.25	nan	127208	0	27927	0	7.12	nan	3182	0	1200	0	392438
G82	145504	0	0	0	0	0	0	0	101775	0	69.95	nan	145504	0	72752	0	72752	0	78260	0	53.79	nan	83734	0	18041	0	12.4	nan	2188	0	914	0	145504
G83	16712	0	0	0	0	0	0	0	11989	0	71.74	nan	16712	0	8356	0	8356	0	9272	0	55.48	nan	9916	0	2073	0	12.4	nan	216	0	69	0	16712
G84	166926	0	0	0	0	0	0	0	120916	0	72.44	nan	166926	0	83463	0	83463	0	93632	0	56.09	nan	99836	0	21080	0	12.63	nan	2432	0	1005	0	166926
G85	167212	0	0	0	0	0	0	0	121421	0	72.62	nan	167212	0	83606	0	83606	0	94530	0	56.53	nan	99944	0	21477	0	12.84	nan	1814	0	686	0	167212
G86	90734	0	0	0	0	0	0	0	66269	0	73.04	nan	90734	0	45367	0	45367	0	51936	0	57.24	nan	55354	0	10915	0	12.03	nan	1192	0	529	0	90734
G87	136104	0	0	0	0	0	0	0	98168	0	72.13	nan	136104	0	68052	0	68052	0	76246	0	56.02	nan	81186	0	16982	0	12.48	nan	1886	0	869	0	136104
G88	82458	0	0	0	0	0	0	0	59799	0	72.52	nan	82458	0	41229	0	41229	0	47016	0	57.02	nan	49938	0	9861	0	11.96	nan	812	0	347	0	82458
G89	733600	0	0	0	0	0	0	0	715032	0	97.47	nan	733600	0	366800	0	366800	0	670448	0	91.39	nan	703706	0	11326	0	1.54	nan	10292	0	7920	0	733600
G8_2019	28976	0	0	0	0	0	0	0	26904	0	92.85	nan	28976	0	14488	0	14488	0	23140	0	79.86	nan	25648	0	1256	0	4.33	nan	802	0	508	0	28976
G9	361556	0	0	0	0	0	0	0	215207	0	59.52	nan	361556	0	180778	0	180778	0	165724	0	45.84	nan	177022	0	38185	0	10.56	nan	4392	0	1721	0	361556
G90	141754	0	0	0	0	0	0	0	138098	0	97.42	nan	141754	0	70877	0	70877	0	129842	0	91.6	nan	136048	0	2050	0	1.45	nan	1868	0	1441	0	141754
G91	3312	0	0	0	0	0	0	0	3097	0	93.51	nan	3312	0	1656	0	1656	0	2866	0	86.53	nan	3004	0	93	0	2.81	nan	52	0	38	0	3312
G92	233704	0	0	0	0	0	0	0	228552	0	97.8	nan	233704	0	116852	0	116852	0	214434	0	91.75	nan	225248	0	3304	0	1.41	nan	3030	0	2216	0	233704
G93	1940	0	0	0	0	0	0	0	1307	0	67.37	nan	1940	0	970	0	970	0	964	0	49.69	nan	1070	0	237	0	12.22	nan	44	0	19	0	1940
G94	39158	0	0	0	0	0	0	0	27304	0	69.73	nan	39158	0	19579	0	19579	0	20816	0	53.16	nan	22292	0	5012	0	12.8	nan	492	0	226	0	39158
G95	714	0	0	0	0	0	0	0	470	0	65.83	nan	714	0	357	0	357	0	358	0	50.14	nan	372	0	98	0	13.73	nan	10	0	6	0	714
G96	256	0	0	0	0	0	0	0	150	0	58.59	nan	256	0	128	0	128	0	94	0	36.72	nan	110	0	40	0	15.62	nan	10	0	2	0	256
H1	163594	0	0	0	0	0	0	0	120346	0	73.56	nan	163594	0	81797	0	81797	0	97446	0	59.57	nan	102724	0	17622	0	10.77	nan	1376	0	582	0	163594
H10	84916	0	0	0	0	0	0	0	60543	0	71.3	nan	84916	0	42458	0	42458	0	47646	0	56.11	nan	50522	0	10021	0	11.8	nan	950	0	283	0	84916
H11	49348	0	0	0	0	0	0	0	45722	0	92.65	nan	49348	0	24674	0	24674	0	41652	0	84.4	nan	44330	0	1392	0	2.82	nan	792	0	583	0	49348
H11_2019	31972	0	0	0	0	0	0	0	30337	0	94.89	nan	31972	0	15986	0	15986	0	26596	0	83.19	nan	29200	0	1137	0	3.56	nan	714	0	480	0	31972
H12	174586	0	0	0	0	0	0	0	106871	0	61.21	nan	174586	0	87293	0	87293	0	84986	0	48.68	nan	90138	0	16733	0	9.58	nan	1744	0	729	0	174586
H13	90826	0	0	0	0	0	0	0	88566	0	97.51	nan	90826	0	45413	0	45413	0	83464	0	91.89	nan	87262	0	1304	0	1.44	nan	1106	0	788	0	90826
H14	147552	0	0	0	0	0	0	0	143024	0	96.93	nan	147552	0	73776	0	73776	0	134186	0	90.94	nan	140940	0	2084	0	1.41	nan	1820	0	1352	0	147552
H15	81610	0	0	0	0	0	0	0	79830	0	97.82	nan	81610	0	40805	0	40805	0	74870	0	91.74	nan	78708	0	1122	0	1.37	nan	1046	0	762	0	81610
H16	85504	0	0	0	0	0	0	0	82636	0	96.65	nan	85504	0	42752	0	42752	0	77606	0	90.76	nan	81368	0	1268	0	1.48	nan	976	0	710	0	85504
H17	186402	0	0	0	0	0	0	0	99917	0	53.6	nan	186402	0	93201	0	93201	0	76524	0	41.05	nan	82112	0	17805	0	9.55	nan	1998	0	775	0	186402
H18	253576	0	0	0	0	0	0	0	139409	0	54.98	nan	253576	0	126788	0	126788	0	107472	0	42.38	nan	114500	0	24909	0	9.82	nan	2564	0	987	0	253576
H19	159146	0	0	0	0	0	0	0	113507	0	71.32	nan	159146	0	79573	0	79573	0	87526	0	55.0	nan	93338	0	20169	0	12.67	nan	1952	0	682	0	159146
H2	133058	0	0	0	0	0	0	0	96206	0	72.3	nan	133058	0	66529	0	66529	0	77434	0	58.2	nan	81870	0	14336	0	10.77	nan	1132	0	440	0	133058
H20	211468	0	0	0	0	0	0	0	148313	0	70.13	nan	211468	0	105734	0	105734	0	114272	0	54.04	nan	122076	0	26237	0	12.41	nan	2920	0	1073	0	211468
H21	160094	0	0	0	0	0	0	0	117275	0	73.25	nan	160094	0	80047	0	80047	0	93018	0	58.1	nan	98690	0	18585	0	11.61	nan	1962	0	676	0	160094
H22	165398	0	0	0	0	0	0	0	118643	0	71.73	nan	165398	0	82699	0	82699	0	91380	0	55.25	nan	97482	0	21161	0	12.79	nan	2124	0	746	0	165398
H23	193888	0	0	0	0	0	0	0	138046	0	71.2	nan	193888	0	96944	0	96944	0	105272	0	54.3	nan	113324	0	24722	0	12.75	nan	2870	0	1218	0	193888
H24	19484	0	0	0	0	0	0	0	13606	0	69.83	nan	19484	0	9742	0	9742	0	10610	0	54.45	nan	11348	0	2258	0	11.59	nan	282	0	102	0	19484
H25	154846	0	0	0	0	0	0	0	108848	0	70.29	nan	154846	0	77423	0	77423	0	84056	0	54.28	nan	89498	0	19350	0	12.5	nan	2012	0	782	0	154846
H26	125194	0	0	0	0	0	0	0	80519	0	64.32	nan	125194	0	62597	0	62597	0	62534	0	49.95	nan	66842	0	13677	0	10.92	nan	1694	0	707	0	125194
H27	142168	0	0	0	0	0	0	0	101846	0	71.64	nan	142168	0	71084	0	71084	0	78486	0	55.21	nan	83774	0	18072	0	12.71	nan	1876	0	756	0	142168
H28	80846	0	0	0	0	0	0	0	56581	0	69.99	nan	80846	0	40423	0	40423	0	43466	0	53.76	nan	46460	0	10121	0	12.52	nan	1128	0	498	0	80846
H29	142330	0	0	0	0	0	0	0	137734	0	96.77	nan	142330	0	71165	0	71165	0	128808	0	90.5	nan	135428	0	2306	0	1.62	nan	1824	0	1299	0	142330
H3	149752	0	0	0	0	0	0	0	111569	0	74.5	nan	149752	0	74876	0	74876	0	90854	0	60.67	nan	95714	0	15855	0	10.59	nan	1416	0	444	0	149752
H30	154758	0	0	0	0	0	0	0	150399	0	97.18	nan	154758	0	77379	0	77379	0	141542	0	91.46	nan	148246	0	2153	0	1.39	nan	1932	0	1383	0	154758
H31	62392	0	0	0	0	0	0	0	59996	0	96.16	nan	62392	0	31196	0	31196	0	56446	0	90.47	nan	59122	0	874	0	1.4	nan	616	0	437	0	62392
H32	88124	0	0	0	0	0	0	0	85060	0	96.52	nan	88124	0	44062	0	44062	0	79792	0	90.55	nan	83796	0	1264	0	1.43	nan	1090	0	800	0	88124
H33	86728	0	0	0	0	0	0	0	63672	0	73.42	nan	86728	0	43364	0	43364	0	51312	0	59.16	nan	54110	0	9562	0	11.03	nan	866	0	358	0	86728
H34	64024	0	0	0	0	0	0	0	47049	0	73.49	nan	64024	0	32012	0	32012	0	37906	0	59.21	nan	39976	0	7073	0	11.05	nan	518	0	160	0	64024
H35	102650	0	0	0	0	0	0	0	76648	0	74.67	nan	102650	0	51325	0	51325	0	62842	0	61.22	nan	65802	0	10846	0	10.57	nan	752	0	284	0	102650
H36	96632	0	0	0	0	0	0	0	72755	0	75.29	nan	96632	0	48316	0	48316	0	58766	0	60.81	nan	62008	0	10747	0	11.12	nan	1018	0	305	0	96632
H37	62558	0	0	0	0	0	0	0	61044	0	97.58	nan	62558	0	31279	0	31279	0	57236	0	91.49	nan	60154	0	890	0	1.42	nan	772	0	569	0	62558
H38	73440	0	0	0	0	0	0	0	71575	0	97.46	nan	73440	0	36720	0	36720	0	66926	0	91.13	nan	70422	0	1153	0	1.57	nan	958	0	678	0	73440
H39	82968	0	0	0	0	0	0	0	80199	0	96.66	nan	82968	0	41484	0	41484	0	75200	0	90.64	nan	78972	0	1227	0	1.48	nan	1074	0	771	0	82968
H4	151034	0	0	0	0	0	0	0	146737	0	97.15	nan	151034	0	75517	0	75517	0	137612	0	91.11	nan	144492	0	2245	0	1.49	nan	2080	0	1541	0	151034
H40	23610	0	0	0	0	0	0	0	22929	0	97.12	nan	23610	0	11805	0	11805	0	21502	0	91.07	nan	22564	0	365	0	1.55	nan	300	0	223	0	23610
H41	343630	0	0	0	0	0	0	0	97817	0	28.47	nan	343630	0	171815	0	171815	0	75410	0	21.95	nan	80480	0	17337	0	5.05	nan	1852	0	672	0	343630
H42	49440	0	0	0	0	0	0	0	20069	0	40.59	nan	49440	0	24720	0	24720	0	15768	0	31.89	nan	16774	0	3295	0	6.66	nan	386	0	156	0	49440
H43	130802	0	0	0	0	0	0	0	126404	0	96.64	nan	130802	0	65401	0	65401	0	118544	0	90.63	nan	124370	0	2034	0	1.56	nan	1640	0	1216	0	130802
H44	172730	0	0	0	0	0	0	0	168310	0	97.44	nan	172730	0	86365	0	86365	0	158116	0	91.54	nan	165908	0	2402	0	1.39	nan	2010	0	1479	0	172730
H45	136632	0	0	0	0	0	0	0	133286	0	97.55	nan	136632	0	68316	0	68316	0	125174	0	91.61	nan	131306	0	1980	0	1.45	nan	1718	0	1178	0	136632
H46	116124	0	0	0	0	0	0	0	112885	0	97.21	nan	116124	0	58062	0	58062	0	105708	0	91.03	nan	111084	0	1801	0	1.55	nan	1510	0	1111	0	116124
H47	97204	0	0	0	0	0	0	0	71443	0	73.5	nan	97204	0	48602	0	48602	0	57634	0	59.29	nan	60786	0	10657	0	10.96	nan	838	0	351	0	97204
H48	89414	0	0	0	0	0	0	0	66407	0	74.27	nan	89414	0	44707	0	44707	0	53422	0	59.75	nan	56750	0	9657	0	10.8	nan	1006	0	401	0	89414
H49	152950	0	0	0	0	0	0	0	113761	0	74.38	nan	152950	0	76475	0	76475	0	92106	0	60.22	nan	96936	0	16825	0	11.0	nan	1338	0	446	0	152950
H5	121594	0	0	0	0	0	0	0	118070	0	97.1	nan	121594	0	60797	0	60797	0	110716	0	91.05	nan	116266	0	1804	0	1.48	nan	1654	0	1302	0	121594
H50	102186	0	0	0	0	0	0	0	76571	0	74.93	nan	102186	0	51093	0	51093	0	62140	0	60.81	nan	65608	0	10963	0	10.73	nan	1072	0	418	0	102186
H51	52496	0	0	0	0	0	0	0	50464	0	96.13	nan	52496	0	26248	0	26248	0	47278	0	90.06	nan	49632	0	832	0	1.58	nan	568	0	430	0	52496
H52	97354	0	0	0	0	0	0	0	94603	0	97.17	nan	97354	0	48677	0	48677	0	88640	0	91.05	nan	93154	0	1449	0	1.49	nan	1318	0	993	0	97354
H53	160182	0	0	0	0	0	0	0	156198	0	97.51	nan	160182	0	80091	0	80091	0	146814	0	91.65	nan	154048	0	2150	0	1.34	nan	1994	0	1452	0	160182
H54	44734	0	0	0	0	0	0	0	42876	0	95.85	nan	44734	0	22367	0	22367	0	40312	0	90.11	nan	42214	0	662	0	1.48	nan	504	0	378	0	44734
H55	100740	0	0	0	0	0	0	0	75933	0	75.38	nan	100740	0	50370	0	50370	0	61442	0	60.99	nan	64762	0	11171	0	11.09	nan	874	0	332	0	100740
H56	26604	0	0	0	0	0	0	0	19983	0	75.11	nan	26604	0	13302	0	13302	0	16414	0	61.7	nan	17340	0	2643	0	9.93	nan	238	0	104	0	26604
H57	83304	0	0	0	0	0	0	0	61972	0	74.39	nan	83304	0	41652	0	41652	0	50342	0	60.43	nan	53180	0	8792	0	10.55	nan	820	0	292	0	83304
H58	160036	0	0	0	0	0	0	0	119080	0	74.41	nan	160036	0	80018	0	80018	0	96692	0	60.42	nan	101782	0	17298	0	10.81	nan	1356	0	441	0	160036
H59	155316	0	0	0	0	0	0	0	151015	0	97.23	nan	155316	0	77658	0	77658	0	141644	0	91.2	nan	148738	0	2277	0	1.47	nan	1862	0	1364	0	155316
H6	99594	0	0	0	0	0	0	0	96886	0	97.28	nan	99594	0	49797	0	49797	0	90632	0	91.0	nan	95378	0	1508	0	1.51	nan	1466	0	1104	0	99594
H60	81532	0	0	0	0	0	0	0	79156	0	97.09	nan	81532	0	40766	0	40766	0	74324	0	91.16	nan	77924	0	1232	0	1.51	nan	1036	0	793	0	81532
H61	736	0	0	0	0	0	0	0	444	0	60.33	nan	736	0	368	0	368	0	384	0	52.17	nan	394	0	50	0	6.79	nan	0	0	0	0	736
H62	137384	0	0	0	0	0	0	0	133771	0	97.37	nan	137384	0	68692	0	68692	0	125368	0	91.25	nan	131880	0	1891	0	1.38	nan	1642	0	1258	0	137384
H63	103656	0	0	0	0	0	0	0	72282	0	69.73	nan	103656	0	51828	0	51828	0	55584	0	53.62	nan	59378	0	12904	0	12.45	nan	1330	0	543	0	103656
H64	201274	0	0	0	0	0	0	0	145336	0	72.21	nan	201274	0	100637	0	100637	0	112864	0	56.07	nan	119648	0	25688	0	12.76	nan	2142	0	769	0	201274
H65	175166	0	0	0	0	0	0	0	151631	0	86.56	nan	175166	0	87583	0	87583	0	140330	0	80.11	nan	148980	0	2651	0	1.51	nan	2246	0	1704	0	175166
H65_2019	48844	0	0	0	0	0	0	0	36408	0	74.54	nan	48844	0	24422	0	24422	0	30950	0	63.37	nan	34502	0	1906	0	3.9	nan	1084	0	702	0	48844
H66	289014	0	0	0	0	0	0	0	275951	0	95.48	nan	289014	0	144507	0	144507	0	254836	0	88.17	nan	270220	0	5731	0	1.98	nan	4642	0	3479	0	289014
H66_2019	11138	0	0	0	0	0	0	0	10632	0	95.46	nan	11138	0	5569	0	5569	0	9362	0	84.05	nan	10218	0	414	0	3.72	nan	270	0	185	0	11138
H67	114974	0	0	0	0	0	0	0	82817	0	72.03	nan	114974	0	57487	0	57487	0	63608	0	55.32	nan	68226	0	14591	0	12.69	nan	1698	0	575	0	114974
H68	155150	0	0	0	0	0	0	0	114208	0	73.61	nan	155150	0	77575	0	77575	0	90418	0	58.28	nan	95938	0	18270	0	11.78	nan	1984	0	750	0	155150
H69	151732	0	0	0	0	0	0	0	146311	0	96.43	nan	151732	0	75866	0	75866	0	135516	0	89.31	nan	143324	0	2987	0	1.97	nan	2320	0	1730	0	151732
H69_2019	53482	0	0	0	0	0	0	0	49389	0	92.35	nan	53482	0	26741	0	26741	0	42178	0	78.86	nan	47086	0	2303	0	4.31	nan	1544	0	979	0	53482
H7	116672	0	0	0	0	0	0	0	112168	0	96.14	nan	116672	0	58336	0	58336	0	104902	0	89.91	nan	110312	0	1856	0	1.59	nan	1400	0	1043	0	116672
H70	71036	0	0	0	0	0	0	0	50952	0	71.73	nan	71036	0	35518	0	35518	0	39380	0	55.44	nan	41938	0	9014	0	12.69	nan	816	0	268	0	71036
H71	141778	0	0	0	0	0	0	0	75878	0	53.52	nan	141778	0	70889	0	70889	0	58774	0	41.45	nan	62498	0	13380	0	9.44	nan	1408	0	521	0	141778
